mse_id,udyam_number,enterprise_name,owner_name,owner_gender,is_women_owned,enterprise_type,major_activity,state,district,tier,social_category,nic_2digit,nic_5digit,nic_description,sector,category_l1,language_preference,turnover_lakh,investment_lakh,products_services,registration_month,registered,catalog_created,snp_matched,live,first_order
MSE03074,UDYAM-PB-01-0003074,Ludhiana Enterprise 3074,Owner 3074,Female,1,Small,Manufacturing,Punjab,Ludhiana,2,General,01,01300,Crop and animal production,agriculture,Agriculture,pa,421.25,318.06,Vegetable Seeds|Compost,6,1,0,0,0,0
MSE03075,UDYAM-BR-02-0003075,Gaya Enterprise 3075,Owner 3075,Female,1,Small,Manufacturing,Bihar,Gaya,3,Minority,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,hi,557.09,201.67,Handloom Dupatta|Silk Stole|Kurta Fabric,6,1,1,1,1,1
MSE03076,UDYAM-MH-03-0003076,Nagpur Enterprise 3076,Owner 3076,Male,0,Micro,Manufacturing,Maharashtra,Nagpur,2,General,31,31001,Manufacture of furniture,others,Home & Kitchen,mr,34.05,21.78,Storage Rack|Kitchen Organizer|Wooden Chair,4,1,1,1,0,0
MSE03077,UDYAM-OD-01-0003077,Khordha Enterprise 3077,Owner 3077,Male,0,Micro,Manufacturing,Odisha,Khordha,3,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,or,66.82,6.47,Ready-to-Eat Snacks,6,1,1,1,1,1
MSE03078,UDYAM-KA-03-0003078,Belagavi Enterprise 3078,Owner 3078,Other,0,Small,Manufacturing,Karnataka,Belagavi,3,OBC,01,01300,Crop and animal production,agriculture,Agriculture,en,889.84,169.44,Vegetable Seeds,4,1,0,0,0,0
MSE03079,UDYAM-TS-02-0003079,Warangal Enterprise 3079,Owner 3079,Male,0,Micro,Manufacturing,Telangana,Warangal,2,General,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,te,63.63,21.51,Brass Lamp|Terracotta Pot|Wooden Craft,5,1,1,1,1,1
MSE03080,UDYAM-DL-01-0003080,New Delhi Enterprise 3080,Owner 3080,Female,1,Micro,Manufacturing,Delhi,New Delhi,1,OBC,31,31001,Manufacture of furniture,others,Home & Kitchen,en,84.95,8.96,Decorative Shelf|Storage Rack,2,1,1,1,0,0
MSE03081,UDYAM-UP-01-0003081,Lucknow Enterprise 3081,Owner 3081,Male,0,Micro,Services,Uttar Pradesh,Lucknow,1,ST,62,62011,"Writing, modifying, testing of computer programs",services,Services,hi,78.56,32.34,Digital Marketing|Web Development|Catalog Design,6,1,1,1,1,1
MSE03082,UDYAM-WB-02-0003082,Howrah Enterprise 3082,Owner 3082,Female,1,Small,Manufacturing,West Bengal,Howrah,2,OBC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,bn,418.98,320.66,Papad|Masala Mix,5,1,1,1,1,0
MSE03083,UDYAM-KA-02-0003083,Mysuru Enterprise 3083,Owner 3083,Female,1,Small,Manufacturing,Karnataka,Mysuru,2,ST,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,kn,275.24,133.31,Papad|Masala Mix|Ready-to-Eat Snacks,5,1,1,1,1,0
MSE03084,UDYAM-ML-02-0003084,Ri-Bhoi Enterprise 3084,Owner 3084,Male,0,Small,Manufacturing,Meghalaya,Ri-Bhoi,3,ST,31,31001,Manufacture of furniture,others,Home & Kitchen,en,777.72,317.14,Kitchen Organizer|Wooden Chair|Storage Rack,3,1,1,1,1,0
MSE03085,UDYAM-AS-02-0003085,Dibrugarh Enterprise 3085,Owner 3085,Female,1,Micro,Manufacturing,Assam,Dibrugarh,3,OBC,01,01300,Crop and animal production,agriculture,Agriculture,as,26.9,44.51,Herbal Saplings,6,1,1,1,0,0
MSE03086,UDYAM-WB-02-0003086,Howrah Enterprise 3086,Owner 3086,Female,1,Micro,Manufacturing,West Bengal,Howrah,2,OBC,31,31001,Manufacture of furniture,others,Home & Kitchen,bn,45.23,38.33,Decorative Shelf,3,1,1,1,0,0
MSE03087,UDYAM-MP-02-0003087,Bhopal Enterprise 3087,Owner 3087,Female,1,Small,Services,Madhya Pradesh,Bhopal,2,Minority,62,62011,"Writing, modifying, testing of computer programs",services,Services,hi,423.1,211.54,Digital Marketing|Catalog Design|Web Development,5,1,0,0,0,0
MSE03088,UDYAM-MH-02-0003088,Pune Enterprise 3088,Owner 3088,Male,0,Small,Manufacturing,Maharashtra,Pune,1,ST,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,mr,774.22,133.42,Brass Lamp|Papier-mache Decor|Terracotta Pot,2,1,1,0,0,0
MSE03089,UDYAM-TN-02-0003089,Coimbatore Enterprise 3089,Owner 3089,Male,0,Micro,Manufacturing,Tamil Nadu,Coimbatore,1,OBC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,en,91.52,17.41,Ready-to-Eat Snacks|Papad|Masala Mix,6,1,1,1,0,0
MSE03090,UDYAM-TN-01-0003090,Chennai Enterprise 3090,Owner 3090,Female,1,Micro,Services,Tamil Nadu,Chennai,1,General,62,62011,"Writing, modifying, testing of computer programs",services,Services,en,51.38,14.11,IT Support|Web Development,6,1,0,0,0,0
MSE03091,UDYAM-TN-01-0003091,Chennai Enterprise 3091,Owner 3091,Other,0,Micro,Manufacturing,Tamil Nadu,Chennai,1,SC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,ta,14.63,37.07,Mango Pickle,6,1,1,1,1,0
MSE03092,UDYAM-JK-01-0003092,Srinagar Enterprise 3092,Owner 3092,Female,1,Micro,Manufacturing,Jammu & Kashmir,Srinagar,2,ST,26,26101,Manufacture of electronic components,electronics,Electronics,en,19.99,41.07,Mobile Charger,6,1,1,1,1,1
MSE03093,UDYAM-DL-02-0003093,North West Delhi Enterprise 3093,Owner 3093,Other,0,Small,Manufacturing,Delhi,North West Delhi,3,SC,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,en,515.96,236.36,Handloom Dupatta|Kurta Fabric|Silk Stole,5,1,1,0,0,0
MSE03094,UDYAM-MP-01-0003094,Indore Enterprise 3094,Owner 3094,Male,0,Micro,Manufacturing,Madhya Pradesh,Indore,1,OBC,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,hi,93.71,15.78,Handloom Dupatta|Cotton Saree,5,1,1,0,0,0
MSE03095,UDYAM-MH-01-0003095,Mumbai Enterprise 3095,Owner 3095,Male,0,Micro,Manufacturing,Maharashtra,Mumbai,1,OBC,31,31001,Manufacture of furniture,others,Home & Kitchen,mr,48.65,14.82,Wooden Chair,3,1,0,0,0,0
MSE03096,UDYAM-WB-02-0003096,Howrah Enterprise 3096,Owner 3096,Female,1,Micro,Manufacturing,West Bengal,Howrah,2,ST,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,bn,58.76,18.94,Masala Mix|Mango Pickle,2,1,1,0,0,0
MSE03097,UDYAM-RJ-02-0003097,Jodhpur Enterprise 3097,Owner 3097,Male,0,Micro,Manufacturing,Rajasthan,Jodhpur,2,OBC,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,hi,59.77,26.61,Silk Stole|Kurta Fabric,1,1,1,0,0,0
MSE03098,UDYAM-GA-01-0003098,North Goa Enterprise 3098,Owner 3098,Female,1,Micro,Manufacturing,Goa,North Goa,3,General,01,01300,Crop and animal production,agriculture,Agriculture,en,92.53,40.12,Compost|Organic Fertilizer,5,1,0,0,0,0
MSE03099,UDYAM-KA-02-0003099,Mysuru Enterprise 3099,Owner 3099,Male,0,Micro,Manufacturing,Karnataka,Mysuru,2,SC,31,31001,Manufacture of furniture,others,Home & Kitchen,kn,34.75,32.64,Kitchen Organizer,5,1,1,1,0,0
MSE03100,UDYAM-TN-01-0003100,Chennai Enterprise 3100,Owner 3100,Female,1,Small,Manufacturing,Tamil Nadu,Chennai,1,ST,26,26101,Manufacture of electronic components,electronics,Electronics,ta,323.33,304.89,Earphones,3,1,1,1,1,0
MSE03101,UDYAM-RJ-01-0003101,Jaipur Enterprise 3101,Owner 3101,Male,0,Small,Services,Rajasthan,Jaipur,1,General,62,62011,"Writing, modifying, testing of computer programs",services,Services,hi,724.41,358.56,Web Development|Digital Marketing|IT Support,4,1,0,0,0,0
MSE03102,UDYAM-GJ-02-0003102,Surat Enterprise 3102,Owner 3102,Female,1,Micro,Manufacturing,Gujarat,Surat,2,SC,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,gu,87.65,41.31,Brass Lamp|Terracotta Pot|Papier-mache Decor,5,1,1,1,1,1
MSE03103,UDYAM-MH-03-0003103,Nagpur Enterprise 3103,Owner 3103,Female,1,Micro,Manufacturing,Maharashtra,Nagpur,2,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,mr,56.16,25.05,Masala Mix|Mango Pickle|Papad,2,1,0,0,0,0
MSE03104,UDYAM-PB-02-0003104,Amritsar Enterprise 3104,Owner 3104,Female,1,Micro,Manufacturing,Punjab,Amritsar,3,General,20,20232,Manufacture of perfumes and toilet preparations,health_beauty,Beauty & Personal Care,hi,93.36,24.61,Essential Oil|Ayurvedic Balm|Natural Soap,6,1,1,1,1,1
MSE03105,UDYAM-MH-03-0003105,Nagpur Enterprise 3105,Owner 3105,Female,1,Small,Manufacturing,Maharashtra,Nagpur,2,OBC,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,mr,788.38,244.69,Papier-mache Decor|Brass Lamp,5,1,1,1,1,1
MSE03106,UDYAM-MH-02-0003106,Pune Enterprise 3106,Owner 3106,Female,1,Micro,Manufacturing,Maharashtra,Pune,1,SC,31,31001,Manufacture of furniture,others,Home & Kitchen,mr,18.16,22.25,Wooden Chair|Storage Rack|Decorative Shelf,3,1,0,0,0,0
MSE03107,UDYAM-GJ-03-0003107,Rajkot Enterprise 3107,Owner 3107,Female,1,Micro,Manufacturing,Gujarat,Rajkot,3,General,31,31001,Manufacture of furniture,others,Home & Kitchen,hi,92.77,39.88,Storage Rack,2,1,0,0,0,0
MSE03108,UDYAM-UP-01-0003108,Lucknow Enterprise 3108,Owner 3108,Female,1,Micro,Manufacturing,Uttar Pradesh,Lucknow,1,ST,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,hi,23.97,29.54,Papier-mache Decor,4,1,1,1,1,0
MSE03109,UDYAM-TR-01-0003109,West Tripura Enterprise 3109,Owner 3109,Male,0,Micro,Manufacturing,Tripura,West Tripura,3,OBC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,35.12,22.84,Masala Mix,5,1,1,1,0,0
MSE03110,UDYAM-MH-02-0003110,Pune Enterprise 3110,Owner 3110,Female,1,Micro,Manufacturing,Maharashtra,Pune,1,OBC,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,mr,76.63,28.55,Wooden Craft,2,1,0,0,0,0
MSE03111,UDYAM-JK-03-0003111,Anantnag Enterprise 3111,Owner 3111,Female,1,Micro,Services,Jammu & Kashmir,Anantnag,3,Minority,62,62011,"Writing, modifying, testing of computer programs",services,Services,ur,53.48,26.34,IT Support,6,1,1,1,1,0
MSE03112,UDYAM-TN-02-0003112,Coimbatore Enterprise 3112,Owner 3112,Female,1,Micro,Manufacturing,Tamil Nadu,Coimbatore,1,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,en,42.2,36.84,Ready-to-Eat Snacks|Mango Pickle|Masala Mix,6,1,1,0,0,0
MSE03113,UDYAM-MH-02-0003113,Pune Enterprise 3113,Owner 3113,Female,1,Small,Manufacturing,Maharashtra,Pune,1,General,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,hi,442.78,275.71,Cotton Saree,3,1,1,1,1,0
MSE03114,UDYAM-GJ-03-0003114,Rajkot Enterprise 3114,Owner 3114,Female,1,Small,Manufacturing,Gujarat,Rajkot,3,OBC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,804.87,347.68,Papad,2,1,0,0,0,0
MSE03115,UDYAM-KA-01-0003115,Bengaluru Urban Enterprise 3115,Owner 3115,Male,0,Micro,Services,Karnataka,Bengaluru Urban,1,General,62,62011,"Writing, modifying, testing of computer programs",services,Services,en,70.94,11.05,Web Development,6,1,0,0,0,0
MSE03116,UDYAM-RJ-02-0003116,Jodhpur Enterprise 3116,Owner 3116,Other,0,Micro,Manufacturing,Rajasthan,Jodhpur,2,General,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,hi,83.44,34.97,Brass Lamp,6,1,0,0,0,0
MSE03117,UDYAM-DL-01-0003117,New Delhi Enterprise 3117,Owner 3117,Other,0,Micro,Manufacturing,Delhi,New Delhi,1,General,01,01300,Crop and animal production,agriculture,Agriculture,en,23.59,34.95,Vegetable Seeds,6,1,1,0,0,0
MSE03118,UDYAM-UP-02-0003118,Kanpur Nagar Enterprise 3118,Owner 3118,Male,0,Micro,Manufacturing,Uttar Pradesh,Kanpur Nagar,2,OBC,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,hi,46.69,26.15,Handloom Dupatta|Silk Stole,2,1,1,1,1,0
MSE03119,UDYAM-OD-03-0003119,Sambalpur Enterprise 3119,Owner 3119,Female,1,Micro,Manufacturing,Odisha,Sambalpur,3,OBC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,63.63,6.47,Papad|Masala Mix|Ready-to-Eat Snacks,4,1,1,1,1,0
MSE03120,UDYAM-WB-02-0003120,Howrah Enterprise 3120,Owner 3120,Female,1,Micro,Manufacturing,West Bengal,Howrah,2,OBC,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,bn,56.56,27.47,Kurta Fabric|Handloom Dupatta,6,1,1,1,1,1
MSE03121,UDYAM-AP-02-0003121,Vijayawada Enterprise 3121,Owner 3121,Other,0,Small,Manufacturing,Andhra Pradesh,Vijayawada,3,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,te,486.35,207.28,Mango Pickle|Masala Mix|Ready-to-Eat Snacks,1,1,0,0,0,0
MSE03122,UDYAM-MH-02-0003122,Pune Enterprise 3122,Owner 3122,Other,0,Micro,Manufacturing,Maharashtra,Pune,1,General,01,01300,Crop and animal production,agriculture,Agriculture,en,86.51,29.4,Herbal Saplings|Vegetable Seeds|Compost,3,1,1,1,1,1
MSE03123,UDYAM-MZ-01-0003123,Aizawl Enterprise 3123,Owner 3123,Female,1,Micro,Manufacturing,Mizoram,Aizawl,3,General,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,en,80.99,43.02,Papier-mache Decor|Wooden Craft|Terracotta Pot,1,1,0,0,0,0
MSE03124,UDYAM-AS-01-0003124,Kamrup Metro Enterprise 3124,Owner 3124,Male,0,Micro,Manufacturing,Assam,Kamrup Metro,3,SC,31,31001,Manufacture of furniture,others,Home & Kitchen,as,45.04,28.28,Decorative Shelf|Kitchen Organizer,1,1,0,0,0,0
MSE03125,UDYAM-GJ-02-0003125,Surat Enterprise 3125,Owner 3125,Male,0,Micro,Manufacturing,Gujarat,Surat,2,SC,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,hi,64.46,14.04,Cotton Saree,1,1,0,0,0,0
MSE03126,UDYAM-OD-01-0003126,Khordha Enterprise 3126,Owner 3126,Male,0,Micro,Manufacturing,Odisha,Khordha,3,General,31,31001,Manufacture of furniture,others,Home & Kitchen,hi,52.48,46.26,Decorative Shelf,2,1,0,0,0,0
MSE03127,UDYAM-RJ-03-0003127,Udaipur Enterprise 3127,Owner 3127,Female,1,Micro,Manufacturing,Rajasthan,Udaipur,3,SC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,51.13,24.43,Ready-to-Eat Snacks|Masala Mix,1,1,1,0,0,0
MSE03128,UDYAM-AP-01-0003128,Visakhapatnam Enterprise 3128,Owner 3128,Male,0,Small,Manufacturing,Andhra Pradesh,Visakhapatnam,1,ST,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,te,100.1,351.23,Silk Stole|Cotton Saree|Kurta Fabric,6,1,0,0,0,0
MSE03129,UDYAM-UP-03-0003129,Varanasi Enterprise 3129,Owner 3129,Female,1,Micro,Manufacturing,Uttar Pradesh,Varanasi,3,SC,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,hi,69.24,3.12,Handloom Dupatta,3,1,1,1,1,0
MSE03130,UDYAM-CT-02-0003130,Bilaspur Enterprise 3130,Owner 3130,Female,1,Small,Manufacturing,Chhattisgarh,Bilaspur,3,OBC,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,hi,719.34,108.42,Silk Stole|Kurta Fabric|Cotton Saree,6,1,1,1,1,1
MSE03131,UDYAM-GJ-03-0003131,Rajkot Enterprise 3131,Owner 3131,Male,0,Small,Manufacturing,Gujarat,Rajkot,3,General,31,31001,Manufacture of furniture,others,Home & Kitchen,gu,244.78,258.69,Kitchen Organizer|Storage Rack|Wooden Chair,4,1,0,0,0,0
MSE03132,UDYAM-GJ-01-0003132,Ahmedabad Enterprise 3132,Owner 3132,Other,0,Small,Manufacturing,Gujarat,Ahmedabad,1,General,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,gu,110.42,85.46,Handloom Dupatta|Silk Stole|Kurta Fabric,6,1,1,1,1,0
MSE03133,UDYAM-AP-01-0003133,Visakhapatnam Enterprise 3133,Owner 3133,Female,1,Small,Manufacturing,Andhra Pradesh,Visakhapatnam,1,General,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,te,551.86,348.37,Kurta Fabric,3,1,0,0,0,0
MSE03134,UDYAM-MP-03-0003134,Jabalpur Enterprise 3134,Owner 3134,Other,0,Micro,Manufacturing,Madhya Pradesh,Jabalpur,3,Minority,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,hi,39.12,40.0,Kurta Fabric,4,1,1,1,0,0
MSE03135,UDYAM-UP-02-0003135,Kanpur Nagar Enterprise 3135,Owner 3135,Female,1,Micro,Manufacturing,Uttar Pradesh,Kanpur Nagar,2,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,93.95,9.03,Ready-to-Eat Snacks|Masala Mix|Papad,2,1,1,1,1,1
MSE03136,UDYAM-OD-01-0003136,Khordha Enterprise 3136,Owner 3136,Other,0,Micro,Manufacturing,Odisha,Khordha,3,ST,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,hi,92.48,20.52,Silk Stole,5,1,1,1,1,0
MSE03137,UDYAM-UP-02-0003137,Kanpur Nagar Enterprise 3137,Owner 3137,Other,0,Micro,Manufacturing,Uttar Pradesh,Kanpur Nagar,2,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,51.97,43.83,Papad|Masala Mix,2,1,1,1,1,1
MSE03138,UDYAM-TN-03-0003138,Madurai Enterprise 3138,Owner 3138,Male,0,Micro,Manufacturing,Tamil Nadu,Madurai,2,SC,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,en,35.55,38.58,Handloom Dupatta|Cotton Saree|Kurta Fabric,3,1,1,0,0,0
MSE03139,UDYAM-BR-01-0003139,Patna Enterprise 3139,Owner 3139,Other,0,Micro,Services,Bihar,Patna,1,General,62,62011,"Writing, modifying, testing of computer programs",services,Services,hi,94.89,2.81,Catalog Design,6,1,1,1,1,1
MSE03140,UDYAM-UP-01-0003140,Lucknow Enterprise 3140,Owner 3140,Female,1,Micro,Manufacturing,Uttar Pradesh,Lucknow,1,General,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,hi,15.54,47.86,Silk Stole,5,1,1,1,1,0
MSE03141,UDYAM-DL-03-0003141,South East Delhi Enterprise 3141,Owner 3141,Other,0,Small,Manufacturing,Delhi,South East Delhi,3,General,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,hi,499.13,206.1,Silk Stole|Kurta Fabric|Handloom Dupatta,3,1,1,1,1,1
MSE03142,UDYAM-RJ-01-0003142,Jaipur Enterprise 3142,Owner 3142,Male,0,Micro,Manufacturing,Rajasthan,Jaipur,1,ST,01,01300,Crop and animal production,agriculture,Agriculture,hi,79.24,16.01,Organic Fertilizer|Herbal Saplings,6,1,1,1,0,0
MSE03143,UDYAM-KL-03-0003143,Thiruvananthapuram Enterprise 3143,Owner 3143,Male,0,Small,Manufacturing,Kerala,Thiruvananthapuram,3,OBC,01,01300,Crop and animal production,agriculture,Agriculture,en,809.3,55.47,Compost|Vegetable Seeds|Organic Fertilizer,3,1,1,1,1,0
MSE03144,UDYAM-AP-02-0003144,Vijayawada Enterprise 3144,Owner 3144,Male,0,Small,Manufacturing,Andhra Pradesh,Vijayawada,3,ST,31,31001,Manufacture of furniture,others,Home & Kitchen,te,407.77,314.09,Kitchen Organizer,4,1,1,1,1,1
MSE03145,UDYAM-UP-02-0003145,Kanpur Nagar Enterprise 3145,Owner 3145,Female,1,Micro,Manufacturing,Uttar Pradesh,Kanpur Nagar,2,SC,31,31001,Manufacture of furniture,others,Home & Kitchen,hi,35.98,28.49,Decorative Shelf|Wooden Chair,5,1,1,1,1,1
MSE03146,UDYAM-CT-03-0003146,Durg Enterprise 3146,Owner 3146,Male,0,Small,Manufacturing,Chhattisgarh,Durg,3,OBC,31,31001,Manufacture of furniture,others,Home & Kitchen,hi,146.33,129.46,Kitchen Organizer|Storage Rack|Decorative Shelf,1,1,1,1,1,0
MSE03147,UDYAM-WB-02-0003147,Howrah Enterprise 3147,Owner 3147,Female,1,Micro,Manufacturing,West Bengal,Howrah,2,SC,01,01300,Crop and animal production,agriculture,Agriculture,hi,87.88,4.21,Vegetable Seeds|Organic Fertilizer|Compost,1,1,1,1,1,1
MSE03148,UDYAM-MP-02-0003148,Bhopal Enterprise 3148,Owner 3148,Male,0,Micro,Manufacturing,Madhya Pradesh,Bhopal,2,SC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,hi,30.48,44.84,Papad,4,1,1,1,1,1
MSE03149,UDYAM-OD-03-0003149,Sambalpur Enterprise 3149,Owner 3149,Female,1,Small,Manufacturing,Odisha,Sambalpur,3,SC,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,or,525.11,190.24,Brass Lamp|Wooden Craft|Terracotta Pot,5,1,1,1,1,0
MSE03150,UDYAM-TS-01-0003150,Hyderabad Enterprise 3150,Owner 3150,Female,1,Micro,Manufacturing,Telangana,Hyderabad,1,OBC,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,en,17.55,38.67,Terracotta Pot|Papier-mache Decor|Brass Lamp,3,1,1,1,1,1
MSE03151,UDYAM-MH-03-0003151,Nagpur Enterprise 3151,Owner 3151,Female,1,Small,Manufacturing,Maharashtra,Nagpur,2,OBC,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,en,445.55,309.81,Mango Pickle,4,1,0,0,0,0
MSE03152,UDYAM-GJ-03-0003152,Rajkot Enterprise 3152,Owner 3152,Female,1,Micro,Manufacturing,Gujarat,Rajkot,3,Minority,26,26101,Manufacture of electronic components,electronics,Electronics,hi,16.82,23.64,Power Adapter|LED Bulb|Earphones,6,1,1,1,1,1
MSE03153,UDYAM-TN-03-0003153,Madurai Enterprise 3153,Owner 3153,Male,0,Small,Manufacturing,Tamil Nadu,Madurai,2,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,ta,867.83,338.7,Masala Mix|Mango Pickle|Ready-to-Eat Snacks,6,1,1,1,1,0
MSE03154,UDYAM-OD-01-0003154,Khordha Enterprise 3154,Owner 3154,Male,0,Small,Services,Odisha,Khordha,3,SC,62,62011,"Writing, modifying, testing of computer programs",services,Services,or,229.95,300.18,Catalog Design|IT Support|Web Development,2,1,0,0,0,0
MSE03155,UDYAM-MH-01-0003155,Mumbai Enterprise 3155,Owner 3155,Female,1,Small,Services,Maharashtra,Mumbai,1,OBC,62,62011,"Writing, modifying, testing of computer programs",services,Services,mr,731.52,88.91,Digital Marketing|IT Support|Web Development,1,1,1,0,0,0
MSE03156,UDYAM-JK-01-0003156,Srinagar Enterprise 3156,Owner 3156,Other,0,Small,Manufacturing,Jammu & Kashmir,Srinagar,2,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,ur,741.9,251.05,Masala Mix,4,1,1,1,0,0
MSE03157,UDYAM-AP-02-0003157,Vijayawada Enterprise 3157,Owner 3157,Female,1,Micro,Manufacturing,Andhra Pradesh,Vijayawada,3,General,10,10795,"Manufacture of papads, appalam and similar foods",food,Food & Beverage,en,68.97,39.32,Mango Pickle|Ready-to-Eat Snacks|Papad,6,1,0,0,0,0
MSE03158,UDYAM-MH-02-0003158,Pune Enterprise 3158,Owner 3158,Other,0,Micro,Manufacturing,Maharashtra,Pune,1,SC,13,13121,"Weaving, manufacture of cotton textiles",textiles,Fashion,mr,67.57,32.75,Kurta Fabric,4,1,1,1,0,0
MSE03159,UDYAM-UP-03-0003159,Varanasi Enterprise 3159,Owner 3159,Male,0,Micro,Services,Uttar Pradesh,Varanasi,3,General,62,62011,"Writing, modifying, testing of computer programs",services,Services,hi,75.99,13.72,IT Support,5,1,1,1,0,0
MSE03160,UDYAM-NL-02-0003160,Dimapur Enterprise 3160,Owner 3160,Female,1,Small,Manufacturing,Nagaland,Dimapur,3,OBC,32,32909,Other manufacturing n.e.c.,handicrafts,Handicrafts & Handloom,en,729.72,210.45,Terracotta Pot|Wooden Craft|Brass Lamp,5,1,0,0,0,0
MSE03161,UDYAM-TN-01-0003161,Chennai Enterprise 3161,Owner 3161,Female,1,Small,Manufacturing,Tamil Nadu,Chennai,1,OBC,20,20232,Manufacture of perfumes and toilet preparations,health_beauty,Beauty & Personal Care,ta,694.85,300.6,Herbal Face Pack|Ayurvedic Balm,5,1,1,1,1,0
MSE03162,UDYAM-RJ-03-0003162,Udaipur Enterprise 3162,Owner 3162,Male,0,Micro,Services,Rajasthan,Udaipur,3,General,62,62011,"Writing, modifying, testing of computer programs",services,Services,hi,43.07,3.97,Digital Marketing,6,1,1,1,0,0
